"","sample_id","sample","tech","site","sample_type","Hash","nReads","reason","rank","taxon"
"178","SS19-087-c","SS19-087",3,"Dungeness Spit","whole crab","245984f52208cb4e1405e89d21f4273c723f23e5",49,"predator DNA","species","Carcinus maenas"
"179","SS19-087-c","SS19-087",3,"Dungeness Spit","whole crab","66c41fda7d8fc5fc8e39b178faafad1d1d0e5808",244,"incidental ingestion","species","Paralia sulcata"
"180","SS19-087-c","SS19-087",3,"Dungeness Spit","whole crab","ad7c17f622104dcaa57c76757dac23063387c073",17,"predator DNA","species","Carcinus maenas"
"181","SS19-087-c","SS19-087",3,"Dungeness Spit","whole crab","001dda642211b135c603f7139e5e3061b31b42aa",4,"missing",NA,NA
"182","SS19-087-c","SS19-087",3,"Dungeness Spit","whole crab","d5adc62676e12cc7d8df95f4e80dd39971ff6c06",182,"missing",NA,NA
"183","SS19-087-c","SS19-087",3,"Dungeness Spit","whole crab","af16bf2f97c583b1ded277f88daace8aa697e979",10,"missing",NA,NA
"184","SS19-087-c","SS19-087",3,"Dungeness Spit","whole crab","96ef70c6fca74e85e26f2f4e700a0b0d042939b8",14,"predator DNA","species","Carcinus maenas"
"185","SS19-087-c","SS19-087",3,"Dungeness Spit","whole crab","f2e8a692063bab7c496d0ac7b81755d2553d0223",49,"missing",NA,NA
"186","SS19-087-c","SS19-087",3,"Dungeness Spit","whole crab","c7564f1758c0109169ea5e4e1a3386bcf82ed6c9",301,"missing",NA,NA
"187","SS19-087-c","SS19-087",3,"Dungeness Spit","whole crab","2e318871b5f872bdace1885dfa578576f1463b8c",55,"missing",NA,NA
"188","SS19-087-c","SS19-087",3,"Dungeness Spit","whole crab","8913dd518b2b555f1e347a1c5bc5d619e41eb23a",78,"missing",NA,NA
"189","SS19-087-c","SS19-087",3,"Dungeness Spit","whole crab","0cb53a88f562bbe38c11e7476b628e3f93df3254",36,"retained","family","Bougainvilliidae"
"190","SS19-087-c","SS19-087",3,"Dungeness Spit","whole crab","695a4d940773de5dadb55a3e809ca384a48ef572",37,"missing",NA,NA
"191","SS19-087-c","SS19-087",3,"Dungeness Spit","whole crab","dd39321bcb93467e907816e5139b76f32d9143f1",6,"predator DNA","species","Carcinus maenas"
"192","SS19-087-c","SS19-087",3,"Dungeness Spit","whole crab","2777386b78c9709add1dabd0fc2357aff5190499",129,"missing",NA,NA
"193","SS19-087-c","SS19-087",3,"Dungeness Spit","whole crab","d9da28ce9545e0c23bb72041fcaff5e2fa974ead",102,"missing",NA,NA
"194","SS19-087-c","SS19-087",3,"Dungeness Spit","whole crab","5f5edaa2b09ddcaa7e31d8219865985103aa7185",99,"missing",NA,NA
"195","SS19-087-c","SS19-087",3,"Dungeness Spit","whole crab","55db2d2e3c2ede444c13a2fbb927f193a1c2b01f",96,"predator DNA","species","Carcinus maenas"
"196","SS19-087-c","SS19-087",3,"Dungeness Spit","whole crab","8f090297569f02fd4ed60bc835dc8e6116691196",16,"missing",NA,NA
"197","SS19-087-c","SS19-087",3,"Dungeness Spit","whole crab","75e3360424dd2088e74ea8700f8db6fb549e124d",6,"missing",NA,NA
"198","SS19-087-c","SS19-087",3,"Dungeness Spit","whole crab","c0783fd0730c5ef4116a7fa6e6a89597f2ca913a",48,"missing",NA,NA
"199","SS19-087-c","SS19-087",3,"Dungeness Spit","whole crab","58502e96d0dc5eb73626b75835540853021aa6e3",15,"missing",NA,NA
"200","SS19-087-c","SS19-087",3,"Dungeness Spit","whole crab","e8de5fdfd345f770e68a799c72d47af997226696",59,"missing",NA,NA
"201","SS19-087-c","SS19-087",3,"Dungeness Spit","whole crab","4cfb49c9f7fd3cd3805279a4be698ec98d7157eb",52,"missing",NA,NA
"202","SS19-087-c","SS19-087",3,"Dungeness Spit","whole crab","56a97645b02b2e411241810f50afc672785d94ac",5,"missing",NA,NA
"203","SS19-087-c","SS19-087",3,"Dungeness Spit","whole crab","b6ca8bc663e4a2a6f26470eb8ef0c88416588c8b",40,"missing",NA,NA
"204","SS19-087-c","SS19-087",3,"Dungeness Spit","whole crab","75fb48a65d6f398e865c6fab620a05c3a513855f",6,"missing",NA,NA
"205","SS19-087-c","SS19-087",3,"Dungeness Spit","whole crab","62dee096749102dc82d721ce4263c2ad666b6e81",44,"predator DNA","species","Carcinus maenas"
"206","SS19-087-c","SS19-087",3,"Dungeness Spit","whole crab","5c77f469c035bf959236be438eb0a4995bfbe3df",42,"non-target DNA","species","Phytophthora constricta"
"207","SS19-087-c","SS19-087",3,"Dungeness Spit","whole crab","53f861ae883d81b4ed5da08e2382713b51128329",41,"missing",NA,NA
"208","SS19-087-c","SS19-087",3,"Dungeness Spit","whole crab","fe2474ad130943c219ad2042726617c32354081b",19,"non-target DNA","species","Clavispora lusitaniae"
"209","SS19-087-c","SS19-087",3,"Dungeness Spit","whole crab","cdba590533d6ef98e9122a61023ef9a3f8fd7d04",25,"missing",NA,NA
"210","SS19-087-c","SS19-087",3,"Dungeness Spit","whole crab","293bce9a94d1a11d3bd4f0016fec774ac540e51a",24,"non-target DNA","class","Sordariomycetes"
"211","SS19-087-c","SS19-087",3,"Dungeness Spit","whole crab","4b129e1e229e446542ca49dee86037f4f8fd837a",22,"predator DNA","species","Carcinus maenas"
"212","SS19-087-c","SS19-087",3,"Dungeness Spit","whole crab","e229c44430c89132b0f404eed8d43f6f4f7d8482",19,"missing",NA,NA
"213","SS19-087-c","SS19-087",3,"Dungeness Spit","whole crab","037c7774becc8cb479f296dbbee665ddb42914de",18,"missing",NA,NA
"214","SS19-087-c","SS19-087",3,"Dungeness Spit","whole crab","be4f33c777e3d4ed1d237787c23f483d38b60be1",11,"missing",NA,NA
"215","SS19-087-c","SS19-087",3,"Dungeness Spit","whole crab","caae5d9a281fee4e50cf81f665ef5c82bc6ef67d",16,"missing",NA,NA
"216","SS19-087-c","SS19-087",3,"Dungeness Spit","whole crab","e07a1ad25ea419465e2ded4630d9ce24610db3ae",14,"missing",NA,NA
"217","SS19-087-c","SS19-087",3,"Dungeness Spit","whole crab","44ed2ec8db35062bacff25c7e19ef55052a36042",14,"retained","genus","Alitta"
"218","SS19-087-c","SS19-087",3,"Dungeness Spit","whole crab","98cd1780a631db8b4091876484a49b4e22af64ea",7,"missing",NA,NA
"219","SS19-087-c","SS19-087",3,"Dungeness Spit","whole crab","0f8b7a57ba833186bb3b4b6214ec8fab234fe1be",12,"missing",NA,NA
"220","SS19-087-c","SS19-087",3,"Dungeness Spit","whole crab","2484fd3672f5214eb0ffe903bb0be4f45ae35a2a",8,"non-target DNA","family","Flavobacteriaceae"
"221","SS19-087-c","SS19-087",3,"Dungeness Spit","whole crab","cc547c2856c60ebe4dfcf9eb9c245be888696610",10,"non-target DNA","phylum","Oomycota"
"222","SS19-087-c","SS19-087",3,"Dungeness Spit","whole crab","426a3fceba228fe874b77c0b053cb7acd5faf612",10,"missing",NA,NA
"223","SS19-087-c","SS19-087",3,"Dungeness Spit","whole crab","79c6e56aa1df57a09ba2873a462efd3fef3a5387",5,"missing",NA,NA
"224","SS19-087-c","SS19-087",3,"Dungeness Spit","whole crab","c93afb8e07200ffb19f85bba0e1ae0ea782bcb2e",8,"incidental ingestion","species","Paraplaconeis kornevae"
"225","SS19-087-c","SS19-087",3,"Dungeness Spit","whole crab","e915512e42c0182acab8fbd59cc32cac5ea5bf0f",6,"missing",NA,NA
"226","SS19-087-c","SS19-087",3,"Dungeness Spit","whole crab","7a57cabbbf8e1f89c3ff8b14309315a79fbb45b1",3,"missing",NA,NA
"227","SS20-332-a","SS20-332",1,"Drayton Harbor","whole crab","538d38a10b39504ac841b298f510440aec3e5c27",65146,"predator DNA","species","Carcinus maenas"
"228","SS20-332-a","SS20-332",1,"Drayton Harbor","whole crab","f44554ad035b01f44bfa4b4ce67e43e8f9c67025",247,"predator DNA","species","Carcinus maenas"
"229","SS20-332-a","SS20-332",1,"Drayton Harbor","whole crab","ad7c17f622104dcaa57c76757dac23063387c073",22,"predator DNA","species","Carcinus maenas"
"230","SS20-332-a","SS20-332",1,"Drayton Harbor","whole crab","001dda642211b135c603f7139e5e3061b31b42aa",12,"missing",NA,NA
"231","SS20-332-a","SS20-332",1,"Drayton Harbor","whole crab","51669becc3a3321871f82d7cd38d88dbf5c7a341",582,"predator DNA","species","Carcinus maenas"
"232","SS20-332-a","SS20-332",1,"Drayton Harbor","whole crab","dc1806f13226e435d8d00f71cecc2aea4e77f829",171,"predator DNA","species","Carcinus maenas"
"233","SS20-332-a","SS20-332",1,"Drayton Harbor","whole crab","d028b111659885b1962fdd6a5146989620c01151",157,"predator DNA","species","Carcinus maenas"
"234","SS20-332-a","SS20-332",1,"Drayton Harbor","whole crab","a4c1094b86c58198ccdb5f9451dd874eb5cd317c",21,"missing",NA,NA
"235","SS20-332-a","SS20-332",1,"Drayton Harbor","whole crab","383056a0f0eb13458c96ae74a3dce06f2c0e18ff",64,"predator DNA","species","Carcinus maenas"
"236","SS20-332-a","SS20-332",1,"Drayton Harbor","whole crab","84a3d28318cbe30372ec2ec8f676fd778bc3094e",5,"missing",NA,NA
"237","SS20-332-a","SS20-332",1,"Drayton Harbor","whole crab","e83dfd62cf0f120bc0f8f61c4d94d104b3d82205",53,"predator DNA","species","Carcinus maenas"
"238","SS20-332-a","SS20-332",1,"Drayton Harbor","whole crab","304bca6538d57b958ae936ffcd59c4887cffa1b4",9,"predator DNA","species","Carcinus maenas"
"239","SS20-332-a","SS20-332",1,"Drayton Harbor","whole crab","1ba68997d71c637d899b3b6ddb11c88c667ca42b",42,"predator DNA","species","Carcinus maenas"
"240","SS20-332-a","SS20-332",1,"Drayton Harbor","whole crab","bdbe960e4273c14243ea32eebc40ba40fa6a2824",9,"incidental ingestion","class","Coscinodiscophyceae"
"241","SS20-332-a","SS20-332",1,"Drayton Harbor","whole crab","f0ac20495fe6719db397e97f38b6074e2dc44d69",6,"non-target DNA","order","Hypocreales"
"242","SS20-332-a","SS20-332",1,"Drayton Harbor","whole crab","bdc7525a545b2f9316b0d2cae325ff6bd5e875e4",31,"predator DNA","species","Carcinus maenas"
"243","SS20-332-a","SS20-332",1,"Drayton Harbor","whole crab","f4dbb653d0173fc08750d4b6357ba7aa3fc022b1",20,"missing",NA,NA
"244","SS20-332-a","SS20-332",1,"Drayton Harbor","whole crab","3f6f83d9e9628e16420f4ccc996c8cda9db4afe9",5,"missing",NA,NA
"245","SS20-332-b","SS20-332",2,"Drayton Harbor","whole crab","538d38a10b39504ac841b298f510440aec3e5c27",76395,"predator DNA","species","Carcinus maenas"
"246","SS20-332-b","SS20-332",2,"Drayton Harbor","whole crab","ad7c17f622104dcaa57c76757dac23063387c073",10,"predator DNA","species","Carcinus maenas"
"247","SS20-332-b","SS20-332",2,"Drayton Harbor","whole crab","f80c71e33339c6a16bcce1ad39d1f7b6e83419b2",27,"missing",NA,NA
"248","SS20-332-b","SS20-332",2,"Drayton Harbor","whole crab","b77dff975300ec186704ff7c9cc2aad1e3836ee0",331,"predator DNA","species","Carcinus maenas"
"249","SS20-332-b","SS20-332",2,"Drayton Harbor","whole crab","dd39321bcb93467e907816e5139b76f32d9143f1",4,"predator DNA","species","Carcinus maenas"
"250","SS20-332-b","SS20-332",2,"Drayton Harbor","whole crab","91f053feb8783da981f31d8213f2fe14f92b02fb",112,"missing",NA,NA
"251","SS20-332-b","SS20-332",2,"Drayton Harbor","whole crab","cb0c5dd81509357ed5464532976d191bec1395c3",91,"missing",NA,NA
"252","SS20-332-b","SS20-332",2,"Drayton Harbor","whole crab","a4c1094b86c58198ccdb5f9451dd874eb5cd317c",14,"missing",NA,NA
"253","SS20-332-b","SS20-332",2,"Drayton Harbor","whole crab","77d1dc34fbc03af380e82ebf6306c7a3d354323f",59,"predator DNA","species","Carcinus maenas"
"254","SS20-332-b","SS20-332",2,"Drayton Harbor","whole crab","f9896b62bc9539eff2321c8a4426377133db7eb2",58,"predator DNA","species","Carcinus maenas"
"255","SS20-332-b","SS20-332",2,"Drayton Harbor","whole crab","21774ad2c7a2f0355930eb5bbe0a9c5b0e486c52",52,"predator DNA","species","Carcinus maenas"
"256","SS20-332-b","SS20-332",2,"Drayton Harbor","whole crab","04d5baa63b6420c2f7207b1dd0beeeb4a3d43d6a",44,"missing",NA,NA
"257","SS20-332-b","SS20-332",2,"Drayton Harbor","whole crab","f0ac20495fe6719db397e97f38b6074e2dc44d69",8,"non-target DNA","order","Hypocreales"
"258","SS20-332-b","SS20-332",2,"Drayton Harbor","whole crab","c8f47a983c270e95b6c99fa0ddafa63c2e553e88",21,"missing",NA,NA
"259","SS20-332-b","SS20-332",2,"Drayton Harbor","whole crab","ab22d2d6ec270c470c1fc0744e699145cc99dc96",5,"missing",NA,NA
"260","SS20-332-c","SS20-332",3,"Drayton Harbor","whole crab","538d38a10b39504ac841b298f510440aec3e5c27",74412,"predator DNA","species","Carcinus maenas"
"261","SS20-332-c","SS20-332",3,"Drayton Harbor","whole crab","88808c212aba563b539504c1d48c871cf7faa9bd",97,"predator DNA","species","Carcinus maenas"
"262","SS20-332-c","SS20-332",3,"Drayton Harbor","whole crab","001dda642211b135c603f7139e5e3061b31b42aa",28,"missing",NA,NA
"263","SS20-332-c","SS20-332",3,"Drayton Harbor","whole crab","96ef70c6fca74e85e26f2f4e700a0b0d042939b8",10,"predator DNA","species","Carcinus maenas"
"264","SS20-332-c","SS20-332",3,"Drayton Harbor","whole crab","046c14f45cf31ea9e4de7b2c493928eb2fcbfb51",159,"predator DNA","species","Carcinus maenas"
"265","SS20-332-c","SS20-332",3,"Drayton Harbor","whole crab","eac70f351e3d72610ba05d29bf97715d6db9946f",14,"predator DNA","species","Carcinus maenas"
"266","SS20-332-c","SS20-332",3,"Drayton Harbor","whole crab","4b6f6e232095c01f8b7213c9b4ff3a3e11588aee",46,"predator DNA","species","Carcinus maenas"
"267","SS20-332-c","SS20-332",3,"Drayton Harbor","whole crab","c8f47a983c270e95b6c99fa0ddafa63c2e553e88",8,"missing",NA,NA
"268","SS20-332-c","SS20-332",3,"Drayton Harbor","whole crab","1524428f324a53ae06608dd4574712bd99ce1d5a",4,"missing",NA,NA
"269","SS20-332-c","SS20-332",3,"Drayton Harbor","whole crab","cf69f21205d771fa81b5fdcdeb9a6d9413380593",3,"missing",NA,NA
"270","SS20-350-a","SS20-350",1,"Drayton Harbor","whole crab","538d38a10b39504ac841b298f510440aec3e5c27",8505,"predator DNA","species","Carcinus maenas"
"271","SS20-350-a","SS20-350",1,"Drayton Harbor","whole crab","4243444fc35501635cf0d6735ab65799b551c6de",310,"missing",NA,NA
"272","SS20-350-a","SS20-350",1,"Drayton Harbor","whole crab","20fa9d587f49f79501397033d8767588ca6623ba",8,"retained","genus","Ectocarpus"
"273","SS20-350-a","SS20-350",1,"Drayton Harbor","whole crab","e6fd346fbf7ad638f5d4e639d438226cfb646f9b",8,"missing",NA,NA
"274","SS20-350-a","SS20-350",1,"Drayton Harbor","whole crab","e2407be75574de21a680c845c17c1f9ad790433f",6,"missing",NA,NA
"275","SS20-350-b","SS20-350",2,"Drayton Harbor","whole crab","538d38a10b39504ac841b298f510440aec3e5c27",27004,"predator DNA","species","Carcinus maenas"
"276","SS20-350-b","SS20-350",2,"Drayton Harbor","whole crab","4243444fc35501635cf0d6735ab65799b551c6de",1057,"missing",NA,NA
"277","SS20-350-b","SS20-350",2,"Drayton Harbor","whole crab","1f4036645d70c3c54f417336049ac551798a6d3b",39,"missing",NA,NA
"278","SS20-350-b","SS20-350",2,"Drayton Harbor","whole crab","20fa9d587f49f79501397033d8767588ca6623ba",15,"retained","genus","Ectocarpus"
"279","SS20-350-b","SS20-350",2,"Drayton Harbor","whole crab","e6fd346fbf7ad638f5d4e639d438226cfb646f9b",36,"missing",NA,NA
"280","SS20-350-b","SS20-350",2,"Drayton Harbor","whole crab","93b1a402f944324962d7a939035eb04753ead8b7",6,"in control","species","Homo sapiens"
"281","SS20-350-b","SS20-350",2,"Drayton Harbor","whole crab","e2407be75574de21a680c845c17c1f9ad790433f",9,"missing",NA,NA
"282","SS20-350-b","SS20-350",2,"Drayton Harbor","whole crab","995e16315ad1487b191eda66a3e1c8a26c6a16f9",7,"missing",NA,NA
"283","SS20-350-b","SS20-350",2,"Drayton Harbor","whole crab","1bb402ceb27509e2ee65df86f17055bc109d373d",4,"missing",NA,NA
"284","SS20-350-b","SS20-350",2,"Drayton Harbor","whole crab","538d38a10b39504ac841b298f510440aec3e5c27",27004,"predator DNA","species","Carcinus maenas"
"285","SS20-350-b","SS20-350",2,"Drayton Harbor","whole crab","4243444fc35501635cf0d6735ab65799b551c6de",1057,"missing",NA,NA
"286","SS20-350-b","SS20-350",2,"Drayton Harbor","whole crab","1f4036645d70c3c54f417336049ac551798a6d3b",39,"missing",NA,NA
"287","SS20-350-b","SS20-350",2,"Drayton Harbor","whole crab","20fa9d587f49f79501397033d8767588ca6623ba",15,"retained","genus","Ectocarpus"
"288","SS20-350-b","SS20-350",2,"Drayton Harbor","whole crab","e6fd346fbf7ad638f5d4e639d438226cfb646f9b",36,"missing",NA,NA
"289","SS20-350-b","SS20-350",2,"Drayton Harbor","whole crab","93b1a402f944324962d7a939035eb04753ead8b7",6,"in control","species","Homo sapiens"
"290","SS20-350-b","SS20-350",2,"Drayton Harbor","whole crab","e2407be75574de21a680c845c17c1f9ad790433f",9,"missing",NA,NA
"291","SS20-350-b","SS20-350",2,"Drayton Harbor","whole crab","995e16315ad1487b191eda66a3e1c8a26c6a16f9",7,"missing",NA,NA
"292","SS20-350-b","SS20-350",2,"Drayton Harbor","whole crab","1bb402ceb27509e2ee65df86f17055bc109d373d",4,"missing",NA,NA
"293","SS20-350-c","SS20-350",3,"Drayton Harbor","whole crab","538d38a10b39504ac841b298f510440aec3e5c27",75773,"predator DNA","species","Carcinus maenas"
"294","SS20-350-c","SS20-350",3,"Drayton Harbor","whole crab","f44554ad035b01f44bfa4b4ce67e43e8f9c67025",60,"predator DNA","species","Carcinus maenas"
"295","SS20-350-c","SS20-350",3,"Drayton Harbor","whole crab","708d67830042444773af3001c9042df7efd783d4",183,"predator DNA","species","Carcinus maenas"
"296","SS20-350-c","SS20-350",3,"Drayton Harbor","whole crab","52d4f02f33bedd0def12943b7ada83127b3012cc",168,"predator DNA","species","Carcinus maenas"
"297","SS20-350-c","SS20-350",3,"Drayton Harbor","whole crab","dd39321bcb93467e907816e5139b76f32d9143f1",5,"predator DNA","species","Carcinus maenas"
"298","SS20-350-c","SS20-350",3,"Drayton Harbor","whole crab","b01f26e4bc950d04091b9963e9c44b4d47356936",119,"missing",NA,NA
"299","SS20-350-c","SS20-350",3,"Drayton Harbor","whole crab","1f4036645d70c3c54f417336049ac551798a6d3b",27,"missing",NA,NA
"300","SS20-350-c","SS20-350",3,"Drayton Harbor","whole crab","20fa9d587f49f79501397033d8767588ca6623ba",66,"retained","genus","Ectocarpus"
"301","SS20-350-c","SS20-350",3,"Drayton Harbor","whole crab","033d639f1e118063fb5fcf7d2c2491320631d17d",60,"predator DNA","species","Carcinus maenas"
"302","SS20-350-c","SS20-350",3,"Drayton Harbor","whole crab","c66eb7e72e5a8a1c73d2a14900dc965a005f5a2a",43,"predator DNA","species","Carcinus maenas"
"303","SS20-350-c","SS20-350",3,"Drayton Harbor","whole crab","f64bd0b6028803bede849d971052a7aa065bfe70",35,"predator DNA","species","Carcinus maenas"
"304","SS20-350-c","SS20-350",3,"Drayton Harbor","whole crab","85ba309fb3a5519863b5413edd00b056dc3f4382",26,"missing",NA,NA
"305","SS20-350-c","SS20-350",3,"Drayton Harbor","whole crab","12c5b7a6fe8be9ded4aadd52ce838d24cf8bfc32",25,"predator DNA","species","Carcinus maenas"
"306","SS20-350-c","SS20-350",3,"Drayton Harbor","whole crab","cf80f52a14424558e610407c59ed62021d7afac6",16,"missing",NA,NA
"307","SS20-350-c","SS20-350",3,"Drayton Harbor","whole crab","75b6b8684fca541aa31aee4293588a818178cc93",13,"missing",NA,NA
"308","SS20-350-c","SS20-350",3,"Drayton Harbor","whole crab","39dbec7c922cdbc32785633181da722339000817",9,"missing",NA,NA
"309","SS20-350-c","SS20-350",3,"Drayton Harbor","whole crab","c1d302a0cb6c6fbc9fd1e583953fe25e429a2594",10,"missing",NA,NA
"310","SS20-350-c","SS20-350",3,"Drayton Harbor","whole crab","8bcf7fe174aab4e20ae0bbdd0c4fbc86d7001cf0",10,"missing",NA,NA
"311","SS20-350-c","SS20-350",3,"Drayton Harbor","whole crab","95a82d068b2db62c46cf436482ab6ff3f95a3c88",7,"missing",NA,NA
"312","SS20-350-c","SS20-350",3,"Drayton Harbor","whole crab","e8bfc8498cff7d9138b71845338f0e72b23dc601",5,"missing",NA,NA
"313","SS20-350-c","SS20-350",3,"Drayton Harbor","whole crab","c4ceafa303054fb43e2bb0c2c14951fd84062f00",3,"non-target DNA","family","Stappiaceae"
"314","SS20-350-c","SS20-350",3,"Drayton Harbor","whole crab","24e6f8188518e1dabcddec900335224c04094d09",3,"non-target DNA","species","Pseudomonas protegens"
"315","SS18-066V-a","SS18-066V",1,"Dungeness Spit","vial","538d38a10b39504ac841b298f510440aec3e5c27",54869,"predator DNA","species","Carcinus maenas"
"316","SS18-066V-a","SS18-066V",1,"Dungeness Spit","vial","057001cc764a5151872fc29289f31460164d8d58",2223,"predator DNA","species","Carcinus maenas"
"317","SS18-066V-a","SS18-066V",1,"Dungeness Spit","vial","297102f79b069003d4fbe8bd95ffe729a732d82b",800,"predator DNA","species","Carcinus maenas"
"318","SS18-066V-a","SS18-066V",1,"Dungeness Spit","vial","f80c71e33339c6a16bcce1ad39d1f7b6e83419b2",188,"missing",NA,NA
"319","SS18-066V-a","SS18-066V",1,"Dungeness Spit","vial","29d6affe29eaf683bde060d25bb947551c638f4f",469,"predator DNA","species","Carcinus maenas"
"320","SS18-066V-a","SS18-066V",1,"Dungeness Spit","vial","0b0c5e364b547cdcb299f55b310e50484333fe40",368,"predator DNA","species","Carcinus maenas"
"321","SS18-066V-a","SS18-066V",1,"Dungeness Spit","vial","71bb2b721fb5f9d5a7af6acb418bc8f1860f6f9e",211,"predator DNA","species","Carcinus maenas"
"322","SS18-066V-a","SS18-066V",1,"Dungeness Spit","vial","dd39321bcb93467e907816e5139b76f32d9143f1",4,"predator DNA","species","Carcinus maenas"
"323","SS18-066V-a","SS18-066V",1,"Dungeness Spit","vial","e3093d0cc7b7ab77b1c625e7c2f31b5dfa2ed2e7",153,"missing",NA,NA
"324","SS18-066V-b","SS18-066V",2,"Dungeness Spit","vial","538d38a10b39504ac841b298f510440aec3e5c27",26056,"predator DNA","species","Carcinus maenas"
"325","SS18-066V-b","SS18-066V",2,"Dungeness Spit","vial","0c6ee8700c3358420b5f14c913f47c57e8f51079",474,"predator DNA","species","Carcinus maenas"
"326","SS18-066V-b","SS18-066V",2,"Dungeness Spit","vial","f5951eb6aecb5c3e55a94462bdd5503e6ce0421c",29,"predator DNA","species","Carcinus maenas"
"327","SS18-066V-b","SS18-066V",2,"Dungeness Spit","vial","34cd94cd95146397b1b32cce230da8a5a252d4a1",52,"incidental ingestion","species","Euchlanis dilatata"
"328","SS18-066V-b","SS18-066V",2,"Dungeness Spit","vial","de7f16dd996f87deba7cbc148b8dff23d88d2c51",2,"non-target DNA","genus","Naegleria"
"329","SS19-059-a","SS19-059",1,"Dungeness Spit","whole crab","538d38a10b39504ac841b298f510440aec3e5c27",49099,"predator DNA","species","Carcinus maenas"
"330","SS19-059-a","SS19-059",1,"Dungeness Spit","whole crab","88808c212aba563b539504c1d48c871cf7faa9bd",134,"predator DNA","species","Carcinus maenas"
"331","SS19-059-a","SS19-059",1,"Dungeness Spit","whole crab","245984f52208cb4e1405e89d21f4273c723f23e5",20,"predator DNA","species","Carcinus maenas"
"332","SS19-059-a","SS19-059",1,"Dungeness Spit","whole crab","66baf62fa9d82254a050652e2c3e4147b20cef31",73,"predator DNA","species","Carcinus maenas"
"333","SS19-059-a","SS19-059",1,"Dungeness Spit","whole crab","001dda642211b135c603f7139e5e3061b31b42aa",10,"missing",NA,NA
"334","SS19-059-a","SS19-059",1,"Dungeness Spit","whole crab","dd39321bcb93467e907816e5139b76f32d9143f1",6,"predator DNA","species","Carcinus maenas"
"335","SS19-059-a","SS19-059",1,"Dungeness Spit","whole crab","325c7f435f47763ec573c1ef43a665f457969335",37,"missing",NA,NA
"336","SS19-059-a","SS19-059",1,"Dungeness Spit","whole crab","cb9ecc1d13ae3716e1d632500b58ab45df74b884",82,"predator DNA","species","Carcinus maenas"
"337","SS19-059-a","SS19-059",1,"Dungeness Spit","whole crab","92c08905704ef4591fcbc22340ae7a84dcf1edeb",8,"missing",NA,NA
"338","SS19-059-a","SS19-059",1,"Dungeness Spit","whole crab","edb061ef4f062d96c5cf460d306d6eba5581dc48",21,"missing",NA,NA
"339","SS19-059-a","SS19-059",1,"Dungeness Spit","whole crab","f46fc91f6789cecd643e8ede35ac3de4169a2f13",6,"missing",NA,NA
"340","SS19-059-b","SS19-059",2,"Dungeness Spit","whole crab","538d38a10b39504ac841b298f510440aec3e5c27",22396,"predator DNA","species","Carcinus maenas"
"341","SS19-059-b","SS19-059",2,"Dungeness Spit","whole crab","88808c212aba563b539504c1d48c871cf7faa9bd",63,"predator DNA","species","Carcinus maenas"
"342","SS19-059-b","SS19-059",2,"Dungeness Spit","whole crab","033639e5010e9069ffb163478b59bf12b33b041a",13,"predator DNA","species","Carcinus maenas"
"343","SS19-059-b","SS19-059",2,"Dungeness Spit","whole crab","66baf62fa9d82254a050652e2c3e4147b20cef31",14,"predator DNA","species","Carcinus maenas"
"344","SS19-059-b","SS19-059",2,"Dungeness Spit","whole crab","325c7f435f47763ec573c1ef43a665f457969335",39,"missing",NA,NA
"345","SS19-059-b","SS19-059",2,"Dungeness Spit","whole crab","bbc2dc3c93669ce36ef9c6ee5850ebcb8430e0e7",9,"non-target DNA","species","Paramoeba branchiphila"
"346","SS19-059-b","SS19-059",2,"Dungeness Spit","whole crab","d0bde45abf2559e8a69b5173ab8caf0bffba7d3a",6,"missing",NA,NA
"347","SS19-059-b","SS19-059",2,"Dungeness Spit","whole crab","5a3916c2cd7f75e9b3e7757e125e8bbf1661a0b6",5,"missing",NA,NA
"348","SS19-059-b","SS19-059",2,"Dungeness Spit","whole crab","7b58b7ea33ecf2ad96dc27c1d1ca56cfcbac9b3a",4,"non-target DNA","genus","Achlya"
"349","SS19-059-b","SS19-059",2,"Dungeness Spit","whole crab","ae5e080b13ccfe28320f1d5aa757c06e2785d69e",4,"missing",NA,NA
"350","SS19-059-c","SS19-059",3,"Dungeness Spit","whole crab","538d38a10b39504ac841b298f510440aec3e5c27",42150,"predator DNA","species","Carcinus maenas"
"351","SS19-059-c","SS19-059",3,"Dungeness Spit","whole crab","d8c208421141d5ffd5055922ef0bb2ea43bceb51",7,"retained","species","Batillaria attramentaria"
"352","SS19-059-c","SS19-059",3,"Dungeness Spit","whole crab","88808c212aba563b539504c1d48c871cf7faa9bd",126,"predator DNA","species","Carcinus maenas"
"353","SS19-059-c","SS19-059",3,"Dungeness Spit","whole crab","245984f52208cb4e1405e89d21f4273c723f23e5",29,"predator DNA","species","Carcinus maenas"
"354","SS19-059-c","SS19-059",3,"Dungeness Spit","whole crab","001dda642211b135c603f7139e5e3061b31b42aa",4,"missing",NA,NA
"355","SS19-059-c","SS19-059",3,"Dungeness Spit","whole crab","f80c71e33339c6a16bcce1ad39d1f7b6e83419b2",3,"missing",NA,NA
"356","SS19-059-c","SS19-059",3,"Dungeness Spit","whole crab","dd39321bcb93467e907816e5139b76f32d9143f1",4,"predator DNA","species","Carcinus maenas"
"357","SS19-059-c","SS19-059",3,"Dungeness Spit","whole crab","325c7f435f47763ec573c1ef43a665f457969335",33,"missing",NA,NA
